sent,words
सेक्टर 34 थाना पुलिस ने कैंटर चालक प्रताप सिंह को गिरफ्तार कर लिया जो अमृतसर का रहने वाला है।,"['सेक्टर', '34', 'थाना', 'पुलिस', 'ने', 'कैंटर', 'चालक', 'प्रताप', 'सिंह', 'को', 'गिरफ्तार', 'कर', 'लिया', 'जो', 'अमृतसर', 'का', 'रहने', 'वाला', 'है।']"
जिसके जरिये पुलिस मृतकों के परिजनों को पहुंचने की कोशिश कर रही है,"['जिसके', 'जरिये', 'पुलिस', 'मृतकों', 'के', 'परिजनों', 'को', 'पहुंचने', 'की', 'कोशिश', 'कर', 'रही', 'है']"
अभी तक कोई गिरफ्तारी नहीं की गई है और जांच जारी है।,"['अभी', 'तक', 'कोई', 'गिरफ्तारी', 'नहीं', 'की', 'गई', 'है', 'और', 'जांच', 'जारी', 'है।']"
"अलग - अलग राष्ट्र के लोगों से मिलकर बनी “एक बड़ी भीड़ ” उस“ महा - संकट ” से बच निकलेगी । — प्रकाशितवाक्य 7: 9, 14","['अलग', '-', 'अलग', 'राष्ट्र', 'के', 'लोगों', 'से', 'मिलकर', 'बनी', '“एक', 'बड़ी', 'भीड़', '”', 'उस“', 'महा', '-', 'संकट', '”', 'से', 'बच', 'निकलेगी', '।', '—', 'प्रकाशितवाक्य', '7:', '9,', '14']"
इतना अच्छा ब्यौरा मैं ने कभी नहीं पढ़ा । ”,"['इतना', 'अच्छा', 'ब्यौरा', 'मैं', 'ने', 'कभी', 'नहीं', 'पढ़ा', '।', '”']"
और ना ही वे दूसरों के लिए वक्‍त निकाल पाते हैं ।,"['और', 'ना', 'ही', 'वे', 'दूसरों', 'के', 'लिए', 'वक्\u200dत', 'निकाल', 'पाते', 'हैं', '।']"
4 करोड़ से भी ज्यादा की अभूतपूर्व पहुंच देखने को मिली है।,"['4', 'करोड़', 'से', 'भी', 'ज्यादा', 'की', 'अभूतपूर्व', 'पहुंच', 'देखने', 'को', 'मिली', 'है।']"
वर्ष 2014 से पहले इन्होंने यही किया था।,"['वर्ष', '2014', 'से', 'पहले', 'इन्होंने', 'यही', 'किया', 'था।']"
"ये मेरा सौभाग्य है कि साल 2020 की शुरुआत तुमकुरू की इस पावन धरा से, आप सभी के बीच से कर रहा हूं।","['ये', 'मेरा', 'सौभाग्य', 'है', 'कि', 'साल', '2020', 'की', 'शुरुआत', 'तुमकुरू', 'की', 'इस', 'पावन', 'धरा', 'से,', 'आप', 'सभी', 'के', 'बीच', 'से', 'कर', 'रहा', 'हूं।']"
"अमेरिका के बार में गोलीबारी, 4 लोगों की मौत, 5 घायल","['अमेरिका', 'के', 'बार', 'में', 'गोलीबारी,', '4', 'लोगों', 'की', 'मौत,', '5', 'घायल']"
घटना को अंजाम देने के बाद अपराधी फरार हो गए,"['घटना', 'को', 'अंजाम', 'देने', 'के', 'बाद', 'अपराधी', 'फरार', 'हो', 'गए']"
" उस बादल में से यह शब्द निकला, कि यह मेरा प्रिय पुत्र है, जिस से मैं प्रसन्‍न हूं: इस की सुनो ।","['', 'उस', 'बादल', 'में', 'से', 'यह', 'शब्द', 'निकला,', 'कि', 'यह', 'मेरा', 'प्रिय', 'पुत्र', 'है,', 'जिस', 'से', 'मैं', 'प्रसन्\u200dन', 'हूं:', 'इस', 'की', 'सुनो', '।']"
श्री अमित शाह ने एनसीआर के निकायों को कोविड से निपटने के उनके प्रयासों में केंद्र सरकार की तरफ से हर संभव सहायता का आश्वासन दिया।,"['श्री', 'अमित', 'शाह', 'ने', 'एनसीआर', 'के', 'निकायों', 'को', 'कोविड', 'से', 'निपटने', 'के', 'उनके', 'प्रयासों', 'में', 'केंद्र', 'सरकार', 'की', 'तरफ', 'से', 'हर', 'संभव', 'सहायता', 'का', 'आश्वासन', 'दिया।']"
वू कहते हैं दरअसल हम चाहते क्या हैं?,"['वू', 'कहते', 'हैं', 'दरअसल', 'हम', 'चाहते', 'क्या', 'हैं?']"
